题名,题名说明,分类,主要责任者,责任者说明,古籍版本,"版本类型
稿本、写本、抄本、影抄本、刻本、活字本、套印本、石印本、彩绘本",刊刻时间,刊刻地址,馆藏,馆藏地点（省级单位）,四部分类,子目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,明成化七至十六年朱英刻本,刻本,明,,国家图书馆　南京图书馆,北京 江苏,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷,史10200693,史,元脱脱等撰,,元至正六年江浙等处行中书省刻本,刻本,元,江苏 浙江,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史地理志三卷,史10200747,史,元脱脱等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷钦定金国语解一卷,史10200741,史,元托克托（脱脱）等撰,,清内府抄本（存卷一至七十）,抄本,清,北京,故宫博物院图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷附考证,史10200740,史,元脱脱等撰,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷附考证,史10200740,史,元脱脱等撰,,二十五史本,,,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷附考证,史10200740,史,元脱脱等撰,,二十四史本（武英殿本、景印武英殿本、五省官书局本）,刻本,清,北京 江苏,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷附考证,史10200740,史,元脱脱等撰,,四库全书本,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷附考证,史10200740,史,元脱脱等撰,,摛藻堂四库全书荟要本,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,百衲本二十四史本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,重刊二十四史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,明内府抄本（存卷二至四、七至二十、二十二至二十八、三十二至六十五、七十至七十四、七十八至九十四、九十七至一百十八、一百二十一至一百三十一、一百三十四至一百三十五）,抄本,明,北京,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,二十一史本（北监本）,,清,北京,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,明嘉靖八年南京国子监刻本,刻本,明,江苏,北京大学图书馆　天津图书馆,北京 天津,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,明初刻递修本,修本,明,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,明初刻本,刻本,明,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,元末刻本,刻本,元,,北京大学图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,元至正五年刻明印本,印本,明,,北京大学图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金史一百三十五卷目录二卷,史10200739,史,元脱脱等撰,,元至正五年江浙等处行中书省刻本,刻本,元,江苏 浙江,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史地理志六卷,史10200770,史,明宋濂、王褘等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷附考证,史10200766,史,明宋濂、王褘等撰,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷附考证,史10200766,史,明宋濂、王褘等撰,,二十五史本,,,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷附考证,史10200766,史,明宋濂、王褘等撰,,二十四史本（武英殿本、景印武英殿本、五省官书局本）,刻本,清,北京 江苏,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷附考证,史10200766,史,明宋濂、王褘等撰,,四库全书本,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷附考证,史10200766,史,明宋濂、王褘等撰,,摛藻堂四库全书荟要本,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史五卷,史10200765,史,明宋濂、王褘等撰,,明抄本,抄本,明,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,百衲本二十四史本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,重刊二十四史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,清内府抄本,抄本,清,北京,故宫博物院图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,二十一史本（北监本）,,清,北京,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,明洪武三年内府刻嘉靖万历间南京国子监递修本,修本,明,江苏,南京图书馆,江苏,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,明洪武三年内府刻嘉靖九至十年南京国子监递修本,修本,明,江苏,国家图书馆　北京大学图书馆　上海图书馆,北京 上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元史二百十卷目录二卷,史10200764,史,明宋濂、王褘等撰,,明洪武三年内府刻本,刻本,明,北京,国家图书馆　南京图书馆,北京 江苏,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史艺文志四卷,史10200848,史,清张廷玉等撰,,丛书集成初编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史艺文志四卷,史10200848,史,清张廷玉等撰,,八史经籍志本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史地理志六卷,史10200839,史,清张廷玉等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史本纪二十四卷附原本补本异同录一卷,史10200837,史,清张廷玉等撰,,民国二十一年故宫博物院影印清武英殿本,印本,民国,北京,北京大学图书馆　上海图书馆　南京图书馆,北京 上海 江苏,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史本纪十卷,史10200836,史,清张廷玉等撰,,清初熊氏下学堂抄本,抄本,清,江西,上海图书馆,上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷附考证,史10200835,史,清张廷玉等撰,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷附考证,史10200835,史,清张廷玉等撰,,二十四史本（武英殿本、景印武英殿本）,刻本,清,北京,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷附考证,史10200835,史,清张廷玉等撰,,四库全书本,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷附考证,史10200835,史,清张廷玉等撰,,摛藻堂四库全书荟要本,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷,史10200834,史,清张廷玉撰,,二十五史本,,,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷,史10200834,史,清张廷玉撰,,百衲本二十四史本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷,史10200834,史,清张廷玉撰,,重刊二十四史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明史三百三十二卷,史10200834,史,清张廷玉撰,,二十四史本（五省官书局本）,刻本,清,江苏,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
敕修明史三百三十二卷目录四卷,史10200833,史,清张廷玉等撰,,清抄本（存卷二百八十三至二百八十五、二百八十九至二百九十一）,抄本,清,,山西省文物局,山西,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书经籍志二卷,史10200652,史,后晋刘昫等撰,,丛书集成初编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书经籍志二卷,史10200652,史,后晋刘昫等撰,,八史经籍志本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书地理志四卷附考证,史10200651,史,后晋刘昫等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书二百卷逸文十二卷校勘记六十六卷,史10200650,史,后晋刘昫等撰　（逸文）清岑建功辑　清罗士琳等校勘,,清道光二十三至二十六年惧盈斋刻同治十一年方濬颐重修本,修本,清,,国家图书馆　上海图书馆,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书二百卷附考证,史10200649,史,后晋刘昫等撰,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书二百卷附考证,史10200649,史,后晋刘昫等撰,,二十五史本,,,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书二百卷附考证,史10200649,史,后晋刘昫等撰,,二十四史本（武英殿本、景印武英殿本）,刻本,清,北京,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书二百卷附考证,史10200649,史,后晋刘昫等撰,,四库全书本（旧唐书）,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧唐书二百卷附考证,史10200649,史,后晋刘昫等撰,,摛藻堂四库全书荟要本（旧唐书）,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史郡县志一卷附考证,史10200149,史,宋薛居正等撰,,历代地理志汇编本, , ,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷附考证,史10200147,史,宋薛居正等撰　清邵晋涵等辑,,四部备要本,印本,民国,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷附考证,史10200147,史,宋薛居正等撰　清邵晋涵等辑,,二十五史本,,,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷附考证,史10200147,史,宋薛居正等撰　清邵晋涵等辑,,二十四史本（五省官书局本）,刻本,清,江苏,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷附考证,史10200147,史,宋薛居正等撰　清邵晋涵等辑,,二十四史本（武英殿本、景印武英殿本）,刻本,清,北京,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷附考证,史10200147,史,宋薛居正等撰　清邵晋涵等辑,,四库全书本,,清,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷附考证,史10200147,史,宋薛居正等撰　清邵晋涵等辑,,摛藻堂四库全书荟要本,印本,现代,台湾,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,百衲本二十四史本,印本,民国,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,重刊二十四史本, , ,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,清抄本,抄本,清,,南开大学图书馆,天津,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,清卢氏袌经楼抄本（缪荃孙校）,抄本,清,浙江,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,清彭氏知圣道斋抄本（清彭元瑞校并跋）,抄本,清,,上海图书馆,上海,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,清乾隆四十七年抄本,抄本,清,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧五代史一百五十卷目录二卷,史10200146,史,宋薛居正等撰　清邵晋涵等辑,,清乾隆间翰林院抄本,抄本,清,北京,江西省图书馆,江西,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
